manufacturer,model,predecessor,successor,evidence_title,evidence_url,checked_at
三菱電機,MUV-A1V-RD,,MUV-A3,MELPRO-A(A1)公式マニュアル検索 / リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MVG-A1V-R,,MVG-A3,MELPRO-A(A1)公式マニュアル検索 / リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MVG-A1V-RD,,MVG-A3,MELPRO-A(A1)公式マニュアル検索 / リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MVG-A2V-R,,MVG-A4,MELPRO-A(A1)公式マニュアル検索 / リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MVG-A2V-RD,,MVG-A4,MELPRO-A(A1)公式マニュアル検索 / リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MDG-E1,,MDG-A3,三菱電機FA リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MDG-E2,,MDG-A4,三菱電機FA リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MGR-E1,,MGR-A3,三菱電機FA リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MOC-E1,,MOC-A3,三菱電機FA リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MOV-E1,,MOV-A3,三菱電機FA リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MUV-E1,,MUV-A3,三菱電機FA リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MVG-E1,,MVG-A3,三菱電機FA リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
三菱電機,MVG-E2,,MVG-A4,三菱電機FA リニューアルのすすめ,https://www.mitsubishielectric.co.jp/fa/products/mvd/pror/ex/renew/renewal/index.html,2026-08-09
富士電機,QH-DG3,,QHA-DG3,富士電機FAQ 旧型QH更新,https://faq-fa.fujielectric.co.jp/faq/show/7545?category_id=121&site_domain=default,2026-08-09
富士電機,QH-DG4,,QHA-DG4,富士電機FAQ 旧型QH更新,https://faq-fa.fujielectric.co.jp/faq/show/7545?category_id=121&site_domain=default,2026-08-09
富士電機,QH-GR3A,,QHA-GR3,富士電機FAQ 旧型QH更新,https://faq-fa.fujielectric.co.jp/faq/show/7545?category_id=121&site_domain=default,2026-08-09
富士電機,QH-OC1,,QHA-OC1,富士電機FAQ 旧型QH更新,https://faq-fa.fujielectric.co.jp/faq/show/7545?category_id=121&site_domain=default,2026-08-09
富士電機,QH-OC2,,QHA-OC2,富士電機FAQ 旧型QH更新,https://faq-fa.fujielectric.co.jp/faq/show/7545?category_id=121&site_domain=default,2026-08-09
富士電機,QH-OV1,,QHA-OV1,富士電機FAQ 旧型QH更新,https://faq-fa.fujielectric.co.jp/faq/show/7545?category_id=121&site_domain=default,2026-08-09
富士電機,QH-UV1,,QHA-UV1,富士電機FAQ 旧型QH更新,https://faq-fa.fujielectric.co.jp/faq/show/7545?category_id=121&site_domain=default,2026-08-09
光商工,LDG-11,,LDG-21B,光商工 LDG-11シリーズ 新旧比較表・組合せ機器一覧,https://www.hikari-gr.co.jp/products/search/product01/list01/item_504,2026-08-09
光商工,LDG-11D,,LDG-21B,光商工 LDG-11シリーズ 新旧比較表・組合せ機器一覧,https://www.hikari-gr.co.jp/products/search/product01/list01/item_504,2026-08-09
光商工,LDG-11DN,,LDG-21BN,光商工 LDG-11シリーズ 新旧比較表・組合せ機器一覧,https://www.hikari-gr.co.jp/products/search/product01/list01/item_504,2026-08-09
光商工,LDG-13,,LDG-73 / LDG-73K / LDG-83,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_502,2026-08-09
光商工,LDG-13D,,LDG-73 / LDG-73K / LDG-83,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_502,2026-08-09
光商工,LDG-13DN,,LDG-73 / LDG-73K / LDG-83,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_502,2026-08-09
光商工,LDG-21,,LDG-71 / LDG-71K / LDG-81,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_511,2026-08-09
光商工,LDG-21K,,LDG-71 / LDG-71K / LDG-81,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_511,2026-08-09
光商工,LDG-21N,,LDG-71 / LDG-71K / LDG-81,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_511,2026-08-09
光商工,LDG-23-DC1,,LDG-73 / LDG-73K / LDG-83,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_500,2026-08-09
光商工,LDG-23A,,LDG-73 / LDG-73K / LDG-83,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_513,2026-08-09
光商工,LDG-23AN,,LDG-73 / LDG-73K / LDG-83,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_513,2026-08-09
光商工,LDG-23K,,LDG-73 / LDG-73K / LDG-83,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_500,2026-08-09
光商工,LDG-23N,,LDG-73 / LDG-73K / LDG-83,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_500,2026-08-09
光商工,LDG-23N-DC1,,LDG-73 / LDG-73K / LDG-83,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_500,2026-08-09
光商工,LEG-101,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-101A～C,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-102,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-142,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-172,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-172-DC,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-172N,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-172N-DC,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-22,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-32,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LEG-42,,LEG-192,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list03,2026-08-09
光商工,LOC-13,,LOC-23,光商工 過電流継電器 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list04,2026-08-09
光商工,LOC-14,,LOC-24,光商工 過電流継電器 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list04,2026-08-09
光商工,LOV-1A,,LOV-2A,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list05,2026-08-09
光商工,LUV-1A,,LUV-2A,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list06,2026-08-09
光商工,LVG-3,,LVG-7 / LVG-8 系,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list02,2026-08-09
光商工,LVG-3C,,LVG-7 / LVG-8 系,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list02,2026-08-09
光商工,LVG-3C-DC1,,LVG-7 / LVG-8 系,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list02,2026-08-09
光商工,LVG-3CP,,LVG-7 / LVG-8 系,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list02,2026-08-09
光商工,LVG-3CP-DC1,,LVG-7 / LVG-8 系,光商工 公式製品ページ,https://www.hikari-gr.co.jp/products/search/product01/list02,2026-08-09
日新電機,D1UGR-11,,D1UGR-17,日新電機 D1U形 生産終了品一覧,https://nissin.jp/product/over/ry_d1u.html,2026-08-09
日新電機,D1UGR-22S1,,D1UGR-25S1,日新電機 D1U形 生産終了品一覧,https://nissin.jp/product/over/ry_d1u.html,2026-08-09
日新電機,D1UGR-31,,D1UGR-35,日新電機 D1U形 生産終了品一覧,https://nissin.jp/product/over/ry_d1u.html,2026-08-09
日新電機,D1UGR-41,,D1UGR-45,日新電機 D1U形 生産終了品一覧,https://nissin.jp/product/over/ry_d1u.html,2026-08-09
日新電機,D1UUR-11□,,D1UUR-16□,日新電機 D1U形 生産終了品一覧,https://nissin.jp/product/over/ry_d1u.html,2026-08-09
日新電機,D1UUR-21□,,D1UUR-16□,日新電機 D1U形 生産終了品一覧,https://nissin.jp/product/over/ry_d1u.html,2026-08-09
日新電機,D1UUR-31,,D1UUR-35,日新電機 D1U形 生産終了品一覧,https://nissin.jp/product/over/ry_d1u.html,2026-08-09
日新電機,D1UUR-41□,,D1UUR-45□,日新電機 D1U形 生産終了品一覧,https://nissin.jp/product/over/ry_d1u.html,2026-08-09
日新電機,D1UVR-11□,,D1UVR-15,日新電機 D1U形 生産終了品一覧,https://nissin.jp/product/over/ry_d1u.html,2026-08-09
日新電機,DU-1F10□,,D1UOR-15□,日新電機 DU形 生産終了品一覧,https://nissin.jp/product/over/ry_du.html,2026-08-09
日新電機,DU-1F30A,,D1UOR-46A,日新電機 DU形 生産終了品一覧,https://nissin.jp/product/over/ry_du.html,2026-08-09
日新電機,DU-1F50□,,D1UOR-25□,日新電機 DU形 生産終了品一覧,https://nissin.jp/product/over/ry_du.html,2026-08-09
日新電機,DU-1F60,,D1UOR-36,日新電機 DU形 生産終了品一覧,https://nissin.jp/product/over/ry_du.html,2026-08-09
日新電機,UAH-H22-D1,,D1UAH-66,日新電機 U形 生産終了品一覧,https://nissin.jp/product/over/ry_u.html,2026-08-09
日新電機,UOR-10-D1,,D1UOR-36,日新電機 U形 生産終了品一覧,https://nissin.jp/product/over/ry_u.html,2026-08-09
日新電機,UOR-30-D1,,D1UOR1-15A,日新電機 U形 生産終了品一覧,https://nissin.jp/product/over/ry_u.html,2026-08-09
日新電機,UOR-42-D1,,D1UOR1-15B / D1UOR-25B,日新電機 U形 生産終了品一覧,https://nissin.jp/product/over/ry_u.html,2026-08-09
日新電機,UOR-61-D1,,D1UOR1-15A,日新電機 U形 生産終了品一覧,https://nissin.jp/product/over/ry_u.html,2026-08-09
オムロン,COS-C-F4,,K2OC-AVN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-C-R2,,K2OC-AVN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-C3-F4,,K2OC-AVN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-C3-R2,,K2OC-AVN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-C3HT-F4,,K2OC-AVN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-C3HT-R2,,K2OC-AVN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-CHT-F4,,K2OC-AVN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-CHT-R2,,K2OC-AVN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-O-F4,,K2OC-ACN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-O-R2,,K2OC-ACN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-OHT-F4,,K2OC-ACN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,COS-OHT-R2,,K2OC-ACN,オムロン 生産終了品/推奨代替品（COS系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=COS-CH%2CCOS-OH%2CCOS-OVH%2CCOS-C3H%2CCOS-C%2CCOS-O%2CCOS-OV%2CCOS-C3,2026-08-09
オムロン,CO-C-D2,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-C-F1,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-C-R1,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-C3-D2,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-C3-F1,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-C3-R1,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-C3HT-D2,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-C3HT-F1,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-C3HT-R1,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-CH-D2,,K2CA-DO3,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-CH-F1,,K2CA-DO3,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-CH-R1,,K2CA-DO3,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-CHT-D2,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-CHT-F1,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-CHT-R1,,K2OC-AVN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-L1-D2,,K2CG-B,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-L1-F1,,K2CG-B,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-L1-R1,,K2CG-B,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-L1H-D2,,K2CG-B,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-L1H-F1,,K2CG-B,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-L1H-R1,,K2CG-B,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-LA-D2,,K2CA-DO3,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-LA-F1,,K2CA-DO3,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-LA-R1,,K2CA-DO3,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-LAH-D2,,K2CA-DO3,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-LAH-F1,,K2CA-DO3,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-LAH-R1,,K2CA-DO3,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-O-D2,,K2CA-DOシリーズ / K2CA-HCシリーズ,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-O-F1,,K2CA-DOシリーズ / K2CA-HCシリーズ,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-O-R1,,K2CA-DOシリーズ / K2CA-HCシリーズ,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-OHT-D2,,K2OC-ACN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-OHT-F1,,K2OC-ACN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
オムロン,CO-OHT-R1,,K2OC-ACN,オムロン 生産終了品/推奨代替品（CO系列）,https://www.fa.omron.co.jp/product/closed/search?keyword=CO-,2026-08-09
三菱電機,MOC-1-D,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1T-D,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1I-D,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1TI-D,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1I-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1T-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1TI-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
